PANID,WEEK,UNITs,OUTLET,DOLLARS,IRI_KEY,COLUPC,city,chain,*STUBSPEC 1440RC,VOL_EQ,PRODUCT TYPE,FLAVOR/SCENT,FORM,PACKAGE,BREWING METHOD,L5,brand,income,size,race
1227249,1375,1,GR,9,248128,12550080273,Pittsfield,3,        +FOLGR CLSRS GRND CFE       39OZ 0 1 25500 80273 1  1 2.4375RP   02768,2,COFFEE,CLASSIC ROAST,GROUND,CAN,ALL PURPOSE,FOLGERS,2,11,4,1
1227249,1377,1,GR,3,248128,32550082100,Pittsfield,3,        +FOLGR FRCHR GRND CFE     11.5OZ 0 3 25500 82100 1  1 0.7188RP   02788,1,COFFEE,FRENCH ROAST,GROUND,CAN,ALL PURPOSE,FOLGERS,2,11,4,1
1227249,1379,1,GR,3,248128,12550080258,Pittsfield,3,        +FOLGR CLSRS GRND CFE       13OZ 0 1 25500 80258 1  1 0.8125RP   02763,1,COFFEE,CLASSIC ROAST,GROUND,CAN,ALL PURPOSE,FOLGERS,2,11,4,1
1227249,1380,1,GR,3,248128,32550082100,Pittsfield,3,        +FOLGR FRCHR GRND CFE     11.5OZ 0 3 25500 82100 1  1 0.7188RP   02788,1,COFFEE,FRENCH ROAST,GROUND,CAN,ALL PURPOSE,FOLGERS,2,11,4,1
1227249,1385,1,GR,3,648764,12550080258,Other,,        +FOLGR CLSRS GRND CFE       13OZ 0 1 25500 80258 1  1 0.8125RP   02763,1,COFFEE,CLASSIC ROAST,GROUND,CAN,ALL PURPOSE,FOLGERS,2,11,4,1
1227249,1386,1,GR,3,248128,12550080258,Pittsfield,3,        +FOLGR CLSRS GRND CFE       13OZ 0 1 25500 80258 1  1 0.8125RP   02763,1,COFFEE,CLASSIC ROAST,GROUND,CAN,ALL PURPOSE,FOLGERS,2,11,4,1
1227249,1387,2,GR,6,248128,12550080258,Pittsfield,3,        +FOLGR CLSRS GRND CFE       13OZ 0 1 25500 80258 1  1 0.8125RP   02763,1,COFFEE,CLASSIC ROAST,GROUND,CAN,ALL PURPOSE,FOLGERS,2,11,4,1
1227249,1387,1,GR,3,248128,12550080258,Pittsfield,3,        +FOLGR CLSRS GRND CFE       13OZ 0 1 25500 80258 1  1 0.8125RP   02763,1,COFFEE,CLASSIC ROAST,GROUND,CAN,ALL PURPOSE,FOLGERS,2,11,4,1
1227249,1388,1,GR,6,248128,12550080273,Pittsfield,3,        +FOLGR CLSRS GRND CFE       39OZ 0 1 25500 80273 1  1 2.4375RP   02768,2,COFFEE,CLASSIC ROAST,GROUND,CAN,ALL PURPOSE,FOLGERS,2,11,4,1
1227249,1390,1,GR,3,248128,12550080258,Pittsfield,3,        +FOLGR CLSRS GRND CFE       13OZ 0 1 25500 80258 1  1 0.8125RP   02763,1,COFFEE,CLASSIC ROAST,GROUND,CAN,ALL PURPOSE,FOLGERS,2,11,4,1
1227249,1391,1,GR,3,213290,12550080258,Pittsfield,1,        +FOLGR CLSRS GRND CFE       13OZ 0 1 25500 80258 1  1 0.8125RP   02763,1,COFFEE,CLASSIC ROAST,GROUND,CAN,ALL PURPOSE,FOLGERS,2,11,4,1
1227249,1398,1,GR,4,248128,12550006763,Pittsfield,3,        +FOLGR HZLNT GRND CFE     11.5OZ 0 1 25500  6763 1  1 0.7188RP   02797,1,COFFEE,HAZELNUT,GROUND,CAN,FOR ALL COFEE MAKERS,FOLGERS,2,11,4,1
1227249,1400,1,GR,3,248128,12550080258,Pittsfield,3,        +FOLGR CLSRS GRND CFE       13OZ 0 1 25500 80258 1  1 0.8125RP   02763,1,COFFEE,CLASSIC ROAST,GROUND,CAN,ALL PURPOSE,FOLGERS,2,11,4,1
1227249,1401,1,GR,6,248128,12550080273,Pittsfield,3,        +FOLGR CLSRS GRND CFE       39OZ 0 1 25500 80273 1  1 2.4375RP   02768,2,COFFEE,CLASSIC ROAST,GROUND,CAN,ALL PURPOSE,FOLGERS,2,11,4,1
1227249,1406,1,GR,3,248128,12550080258,Pittsfield,3,        +FOLGR CLSRS GRND CFE       13OZ 0 1 25500 80258 1  1 0.8125RP   02763,1,COFFEE,CLASSIC ROAST,GROUND,CAN,ALL PURPOSE,FOLGERS,2,11,4,1
1227249,1409,2,GR,9,248128,12550006955,Pittsfield,3,        +FOLGR CTR#8 GRND CFE     34.5OZ 0 1 25500  6955 1  1 2.1563RP   02786,2,COFFEE,MISSING,GROUND,CAN,ALL PURPOSE,FOLGERS,2,11,4,1
1227249,1410,2,GR,3,248128,12550080258,Pittsfield,3,        +FOLGR CLSRS GRND CFE       13OZ 0 1 25500 80258 1  1 0.8125RP   02763,1,COFFEE,CLASSIC ROAST,GROUND,CAN,ALL PURPOSE,FOLGERS,2,11,4,1
1227249,1412,1,GR,4,248128,12550006955,Pittsfield,3,        +FOLGR CTR#8 GRND CFE     34.5OZ 0 1 25500  6955 1  1 2.1563RP   02786,2,COFFEE,MISSING,GROUND,CAN,ALL PURPOSE,FOLGERS,2,11,4,1
1227249,1412,1,GR,9,248128,12550080273,Pittsfield,3,        +FOLGR CLSRS GRND CFE       39OZ 0 1 25500 80273 1  1 2.4375RP   02768,2,COFFEE,CLASSIC ROAST,GROUND,CAN,ALL PURPOSE,FOLGERS,2,11,4,1
1227249,1416,1,GR,6,248128,12550006321,Pittsfield,3,        +FOLGR SPLRS GRND CFE     34.5OZ 0 1 25500  6321 1  1 2.1563RP   02820,2,COFFEE,SPECIAL ROAST,GROUND,CAN,AUTOMATIC DRIP,FOLGERS,2,11,4,1
1227249,1418,1,GR,3,213290,12550080258,Pittsfield,1,        +FOLGR CLSRS GRND CFE       13OZ 0 1 25500 80258 1  1 0.8125RP   02763,1,COFFEE,CLASSIC ROAST,GROUND,CAN,ALL PURPOSE,FOLGERS,2,11,4,1
1227249,1419,2,GR,5,248128,12550080258,Pittsfield,3,        +FOLGR CLSRS GRND CFE       13OZ 0 1 25500 80258 1  1 0.8125RP   02763,1,COFFEE,CLASSIC ROAST,GROUND,CAN,ALL PURPOSE,FOLGERS,2,11,4,1
1227249,1424,1,GR,6,248128,12550080273,Pittsfield,3,        +FOLGR CLSRS GRND CFE       39OZ 0 1 25500 80273 1  1 2.4375RP   02768,2,COFFEE,CLASSIC ROAST,GROUND,CAN,ALL PURPOSE,FOLGERS,2,11,4,1
1227256,1417,1,GR,9,248128,12550080273,Pittsfield,3,        +FOLGR CLSRS GRND CFE       39OZ 0 1 25500 80273 1  1 2.4375RP   02768,2,COFFEE,CLASSIC ROAST,GROUND,CAN,ALL PURPOSE,FOLGERS,2,10,2,1
1227371,,,,,,,,,,,,,,,,,,2,1,1
1227512,,,,,,,,,,,,,,,,,,11,2,1
1227520,,,,,,,,,,,,,,,,,,10,4,1
1227538,1376,1,GR,4,213290,11114110316,Pittsfield,1,        +8OCLK BLCDB WBCFE HLFCF    12OZ 0 1 11141 10316 1  1 0.7500RP   12652,1,WHOLE BEAN COFFEE,BALANCED BLEND,MISSING,FOIL BAG,MISSING,EIGHT O CLOCK,3,7,2,1
1227538,1377,2,GR,5,213290,11114110316,Pittsfield,1,        +8OCLK BLCDB WBCFE HLFCF    12OZ 0 1 11141 10316 1  1 0.7500RP   12652,1,WHOLE BEAN COFFEE,BALANCED BLEND,MISSING,FOIL BAG,MISSING,EIGHT O CLOCK,3,7,2,1
1227538,1387,2,GR,5,213290,11114110316,Pittsfield,1,        +8OCLK BLCDB WBCFE HLFCF    12OZ 0 1 11141 10316 1  1 0.7500RP   12652,1,WHOLE BEAN COFFEE,BALANCED BLEND,MISSING,FOIL BAG,MISSING,EIGHT O CLOCK,3,7,2,1
1227538,1389,2,GR,9,213290,11114110316,Pittsfield,1,        +8OCLK BLCDB WBCFE HLFCF    12OZ 0 1 11141 10316 1  1 0.7500RP   12652,1,WHOLE BEAN COFFEE,BALANCED BLEND,MISSING,FOIL BAG,MISSING,EIGHT O CLOCK,3,7,2,1
1227538,1400,1,GR,9,652159,14300070342,Pittsfield,2,        +MXHLT REG GRND CFE       34.5OZ 0 1 43000 70342 1  1 2.1563RP   00180,2,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE LITE,1,7,2,1
1227538,1419,2,GR,5,213290,11114110316,Pittsfield,1,        +8OCLK BLCDB WBCFE HLFCF    12OZ 0 1 11141 10316 1  1 0.7500RP   12652,1,WHOLE BEAN COFFEE,BALANCED BLEND,MISSING,FOIL BAG,MISSING,EIGHT O CLOCK,3,7,2,1
1227595,,,,,,,,,,,,,,,,,,9,4,1
1227603,,,,,,,,,,,,,,,,,,11,2,1
1227629,1396,1,GR,2,234140,24300070590,Pittsfield,2,        +MSTBL SMTH GRND CFE      11.5OZ 0 2 43000 70590 1  1 0.7188RP   00190,1,COFFEE,MISSING,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE MASTER BLEND,1,6,2,1
1227652,1374,1,GR,3,213290,12550080258,Pittsfield,1,        +FOLGR CLSRS GRND CFE       13OZ 0 1 25500 80258 1  1 0.8125RP   02763,1,COFFEE,CLASSIC ROAST,GROUND,CAN,ALL PURPOSE,FOLGERS,2,6,3,1
1227652,1374,1,GR,4,213290,22550080031,Pittsfield,1,        +FOLGR REG GRND CFE DECAF   13OZ 0 2 25500 80031 1  1 0.8125RP   06760,1,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,FOLGERS,2,6,3,1
1227652,1380,1,GR,3,213290,12550080258,Pittsfield,1,        +FOLGR CLSRS GRND CFE       13OZ 0 1 25500 80258 1  1 0.8125RP   02763,1,COFFEE,CLASSIC ROAST,GROUND,CAN,ALL PURPOSE,FOLGERS,2,6,3,1
1227652,1388,1,GR,3,213290,12550080258,Pittsfield,1,        +FOLGR CLSRS GRND CFE       13OZ 0 1 25500 80258 1  1 0.8125RP   02763,1,COFFEE,CLASSIC ROAST,GROUND,CAN,ALL PURPOSE,FOLGERS,2,6,3,1
1227652,1389,1,GR,3,213290,12550080258,Pittsfield,1,        +FOLGR CLSRS GRND CFE       13OZ 0 1 25500 80258 1  1 0.8125RP   02763,1,COFFEE,CLASSIC ROAST,GROUND,CAN,ALL PURPOSE,FOLGERS,2,6,3,1
1227652,1391,1,GR,3,213290,12550006319,Pittsfield,1,        +FOLGR SPLRS GRND CFE     11.5OZ 0 1 25500  6319 1  1 0.7188RP   02816,1,COFFEE,SPECIAL ROAST,GROUND,CAN,ALL PURPOSE,FOLGERS,2,6,3,1
1227652,1393,1,GR,3,213290,12550006319,Pittsfield,1,        +FOLGR SPLRS GRND CFE     11.5OZ 0 1 25500  6319 1  1 0.7188RP   02816,1,COFFEE,SPECIAL ROAST,GROUND,CAN,ALL PURPOSE,FOLGERS,2,6,3,1
1227652,1396,2,GR,6,213290,12550080258,Pittsfield,1,        +FOLGR CLSRS GRND CFE       13OZ 0 1 25500 80258 1  1 0.8125RP   02763,1,COFFEE,CLASSIC ROAST,GROUND,CAN,ALL PURPOSE,FOLGERS,2,6,3,1
1227652,1398,1,GR,3,213290,12550080258,Pittsfield,1,        +FOLGR CLSRS GRND CFE       13OZ 0 1 25500 80258 1  1 0.8125RP   02763,1,COFFEE,CLASSIC ROAST,GROUND,CAN,ALL PURPOSE,FOLGERS,2,6,3,1
1227652,1398,1,GR,4,213290,22550080031,Pittsfield,1,        +FOLGR REG GRND CFE DECAF   13OZ 0 2 25500 80031 1  1 0.8125RP   06760,1,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,FOLGERS,2,6,3,1
1227652,1402,1,GR,4,213290,22550080031,Pittsfield,1,        +FOLGR REG GRND CFE DECAF   13OZ 0 2 25500 80031 1  1 0.8125RP   06760,1,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,FOLGERS,2,6,3,1
1227652,1405,1,GR,4,213290,22550080031,Pittsfield,1,        +FOLGR REG GRND CFE DECAF   13OZ 0 2 25500 80031 1  1 0.8125RP   06760,1,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,FOLGERS,2,6,3,1
1227652,1405,1,GR,2,213290,42550080288,Pittsfield,1,        +FLCOH GRTSP GRND CFE     11.5OZ 0 4 25500 80288 1  1 0.7188RP   02847,1,COFFEE,MISSING,GROUND,CAN,ALL PURPOSE,FOLGERS COFFEE HOUSE,2,6,3,1
1227652,1407,1,GR,3,652159,12550080258,Pittsfield,2,        +FOLGR CLSRS GRND CFE       13OZ 0 1 25500 80258 1  1 0.8125RP   02763,1,COFFEE,CLASSIC ROAST,GROUND,CAN,ALL PURPOSE,FOLGERS,2,6,3,1
1227652,1407,1,GR,4,652159,22550080031,Pittsfield,2,        +FOLGR REG GRND CFE DECAF   13OZ 0 2 25500 80031 1  1 0.8125RP   06760,1,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,FOLGERS,2,6,3,1
1227652,1409,1,GR,3,213290,12550080258,Pittsfield,1,        +FOLGR CLSRS GRND CFE       13OZ 0 1 25500 80258 1  1 0.8125RP   02763,1,COFFEE,CLASSIC ROAST,GROUND,CAN,ALL PURPOSE,FOLGERS,2,6,3,1
1227652,1411,1,GR,3,213290,12550080258,Pittsfield,1,        +FOLGR CLSRS GRND CFE       13OZ 0 1 25500 80258 1  1 0.8125RP   02763,1,COFFEE,CLASSIC ROAST,GROUND,CAN,ALL PURPOSE,FOLGERS,2,6,3,1
1227652,1413,1,GR,4,648764,22550080031,Other,,        +FOLGR REG GRND CFE DECAF   13OZ 0 2 25500 80031 1  1 0.8125RP   06760,1,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,FOLGERS,2,6,3,1
1227652,1414,1,GR,6,648764,12550006321,Other,,        +FOLGR SPLRS GRND CFE     34.5OZ 0 1 25500  6321 1  1 2.1563RP   02820,2,COFFEE,SPECIAL ROAST,GROUND,CAN,AUTOMATIC DRIP,FOLGERS,2,6,3,1
1227652,1414,1,GR,4,648764,22550080031,Other,,        +FOLGR REG GRND CFE DECAF   13OZ 0 2 25500 80031 1  1 0.8125RP   06760,1,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,FOLGERS,2,6,3,1
1227652,1419,1,GR,8,213290,12550080273,Pittsfield,1,        +FOLGR CLSRS GRND CFE       39OZ 0 1 25500 80273 1  1 2.4375RP   02768,2,COFFEE,CLASSIC ROAST,GROUND,CAN,ALL PURPOSE,FOLGERS,2,6,3,1
1227652,1419,1,GR,4,213290,22550080031,Pittsfield,1,        +FOLGR REG GRND CFE DECAF   13OZ 0 2 25500 80031 1  1 0.8125RP   06760,1,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,FOLGERS,2,6,3,1
1227652,1423,1,GR,4,213290,22550080031,Pittsfield,1,        +FOLGR REG GRND CFE DECAF   13OZ 0 2 25500 80031 1  1 0.8125RP   06760,1,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,FOLGERS,2,6,3,1
1227702,1381,1,GR,3,213290,12550080258,Pittsfield,1,        +FOLGR CLSRS GRND CFE       13OZ 0 1 25500 80258 1  1 0.8125RP   02763,1,COFFEE,CLASSIC ROAST,GROUND,CAN,ALL PURPOSE,FOLGERS,2,8,2,1
1227702,1386,1,GR,4,213290,22550080031,Pittsfield,1,        +FOLGR REG GRND CFE DECAF   13OZ 0 2 25500 80031 1  1 0.8125RP   06760,1,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,FOLGERS,2,8,2,1
1227702,1392,1,GR,4,213290,22550080031,Pittsfield,1,        +FOLGR REG GRND CFE DECAF   13OZ 0 2 25500 80031 1  1 0.8125RP   06760,1,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,FOLGERS,2,8,2,1
1227702,1398,1,GR,4,213290,22550080031,Pittsfield,1,        +FOLGR REG GRND CFE DECAF   13OZ 0 2 25500 80031 1  1 0.8125RP   06760,1,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,FOLGERS,2,8,2,1
1227702,1403,1,GR,4,213290,22550080031,Pittsfield,1,        +FOLGR REG GRND CFE DECAF   13OZ 0 2 25500 80031 1  1 0.8125RP   06760,1,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,FOLGERS,2,8,2,1
1227702,1409,1,GR,4,213290,22550080031,Pittsfield,1,        +FOLGR REG GRND CFE DECAF   13OZ 0 2 25500 80031 1  1 0.8125RP   06760,1,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,FOLGERS,2,8,2,1
1227702,1413,1,GR,4,213290,22550080031,Pittsfield,1,        +FOLGR REG GRND CFE DECAF   13OZ 0 2 25500 80031 1  1 0.8125RP   06760,1,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,FOLGERS,2,8,2,1
1227702,1417,1,GR,4,213290,22550080031,Pittsfield,1,        +FOLGR REG GRND CFE DECAF   13OZ 0 2 25500 80031 1  1 0.8125RP   06760,1,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,FOLGERS,2,8,2,1
1227702,1422,1,GR,4,213290,22550080031,Pittsfield,1,        +FOLGR REG GRND CFE DECAF   13OZ 0 2 25500 80031 1  1 0.8125RP   06760,1,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,FOLGERS,2,8,2,1
1227710,,,,,,,,,,,,,,,,,,6,2,1
1227785,1379,1,GR,5,234140,14300075305,Pittsfield,2,        +MAXHS CSPME GRND CFE       33OZ 0 1 43000 75305 1  1 2.0625RP   00122,2,COFFEE,COLOMBIAN SUPREME,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,7,2,1
1227843,1380,1,GR,6,652159,12550006321,Pittsfield,2,        +FOLGR SPLRS GRND CFE     34.5OZ 0 1 25500  6321 1  1 2.1563RP   02820,2,COFFEE,SPECIAL ROAST,GROUND,CAN,AUTOMATIC DRIP,FOLGERS,2,12,4,1
1227843,1380,1,GR,6,652159,12550006818,Pittsfield,2,        +FOLGR CLSRS GRND CFE       26OZ 0 1 25500  6818 1  1 1.6250RP   06752,2,COFFEE,CLASSIC ROAST,GROUND,CAN,ALL PURPOSE,FOLGERS,2,12,4,1
1227843,1396,1,GR,2,652159,24300070590,Pittsfield,2,        +MSTBL SMTH GRND CFE      11.5OZ 0 2 43000 70590 1  1 0.7188RP   00190,1,COFFEE,MISSING,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE MASTER BLEND,1,12,4,1
1227843,1419,1,GR,5,652159,12550007099,Pittsfield,2,        +FOLGR LLC#3 GRND CFE       11OZ 0 1 25500  7099 1  1 0.6875RP   02798,1,COFFEE,MISSING,GROUND,FOIL BAG,ALL PURPOSE,FOLGERS,2,12,4,1
1227843,1426,1,GR,2,652159,11114110039,Pittsfield,2,        +8OCLK ORGL GRND CFE CAFEN  13OZ 0 1 11141 10039 1  1 0.8125RP   03610,1,COFFEE,ORIGINAL,GROUND,FOIL BAG,ALL PURPOSE,EIGHT O CLOCK,3,12,4,1
1227843,1426,1,GR,2,652159,11114110122,Pittsfield,2,        +8OCLK CLMBI GRND CFE       12OZ 0 1 11141 10122 1  1 0.7500RP   03601,1,COFFEE,COLOMBIAN,GROUND,FOIL BAG,ALL PURPOSE,EIGHT O CLOCK,3,12,4,1
1227934,1380,1,GR,5,648764,22550081122,Other,,        +FGCFS REG GRND CFE DECAF    3OZ 0 2 25500 81122 1  1 0.1875RP   06772,0,COFFEE,REGULAR,GROUND,BOX,COFFEE BAG,FOLGERS COFFEE SINGLES,2,12,2,1
1228015,1375,1,GR,4,213290,22550080031,Pittsfield,1,        +FOLGR REG GRND CFE DECAF   13OZ 0 2 25500 80031 1  1 0.8125RP   06760,1,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,FOLGERS,2,6,2,1
1228015,1385,1,GR,8,213290,12550006321,Pittsfield,1,        +FOLGR SPLRS GRND CFE     34.5OZ 0 1 25500  6321 1  1 2.1563RP   02820,2,COFFEE,SPECIAL ROAST,GROUND,CAN,AUTOMATIC DRIP,FOLGERS,2,6,2,1
1228015,1401,1,GR,4,213290,22550080031,Pittsfield,1,        +FOLGR REG GRND CFE DECAF   13OZ 0 2 25500 80031 1  1 0.8125RP   06760,1,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,FOLGERS,2,6,2,1
1228015,1406,1,GR,4,248128,22550080031,Pittsfield,3,        +FOLGR REG GRND CFE DECAF   13OZ 0 2 25500 80031 1  1 0.8125RP   06760,1,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,FOLGERS,2,6,2,1
1228015,1410,1,GR,4,213290,22550080031,Pittsfield,1,        +FOLGR REG GRND CFE DECAF   13OZ 0 2 25500 80031 1  1 0.8125RP   06760,1,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,FOLGERS,2,6,2,1
1228015,1420,1,GR,4,213290,22550080031,Pittsfield,1,        +FOLGR REG GRND CFE DECAF   13OZ 0 2 25500 80031 1  1 0.8125RP   06760,1,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,FOLGERS,2,6,2,1
1228015,1420,1,GR,3,213290,24300070340,Pittsfield,1,        +MAXHS REG GRND CFE       11.5OZ 0 2 43000 70340 1  1 0.7188RP   00163,1,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,6,2,1
1228056,1375,3,GR,5,213290,12550080258,Pittsfield,1,        +FOLGR CLSRS GRND CFE       13OZ 0 1 25500 80258 1  1 0.8125RP   02763,1,COFFEE,CLASSIC ROAST,GROUND,CAN,ALL PURPOSE,FOLGERS,2,7,2,1
1228098,,,,,,,,,,,,,,,,,,9,2,1
1228106,1375,1,GR,3,259111,24300070130,Pittsfield,9,        +MAXHS REG GRND CFE CAFEN   13OZ 0 2 43000 70130 1  1 0.8125RP   00148,1,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,7,1,1
1228106,1380,1,GR,5,213290,14300074410,Pittsfield,1,        +MAXHS REG GRND CFE       11.5OZ 0 1 43000 74410 1  1 0.7188RP   05993,1,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,7,1,1
1228106,1381,1,GR,5,259111,14300074410,Pittsfield,9,        +MAXHS REG GRND CFE       11.5OZ 0 1 43000 74410 1  1 0.7188RP   05993,1,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,7,1,1
1228106,1384,1,GR,3,213290,14300070821,Pittsfield,1,        +MAXHS SLWRS GRND CFE     11.5OZ 0 1 43000 70821 1  1 0.7188RP   00166,1,COFFEE,SLOW ROAST,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,7,1,1
1228106,1397,1,GR,3,213290,24300070130,Pittsfield,1,        +MAXHS REG GRND CFE CAFEN   13OZ 0 2 43000 70130 1  1 0.8125RP   00148,1,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,7,1,1
1228106,1410,1,GR,3,213290,14300075105,Pittsfield,1,        +MAXHS CSPME GRND CFE       11OZ 0 1 43000 75105 1  1 0.6875RP   00120,1,COFFEE,COLOMBIAN SUPREME,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,7,1,1
1228106,1410,1,GR,3,213290,24300070590,Pittsfield,1,        +MSTBL SMTH GRND CFE      11.5OZ 0 2 43000 70590 1  1 0.7188RP   00190,1,COFFEE,MISSING,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE MASTER BLEND,1,7,1,1
1228106,1412,1,GR,4,213290,14300074410,Pittsfield,1,        +MAXHS REG GRND CFE       11.5OZ 0 1 43000 74410 1  1 0.7188RP   05993,1,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,7,1,1
1228106,1414,1,GR,4,213290,14300074410,Pittsfield,1,        +MAXHS REG GRND CFE       11.5OZ 0 1 43000 74410 1  1 0.7188RP   05993,1,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,7,1,1
1228106,1425,1,GR,2,259111,14300070821,Pittsfield,9,        +MAXHS SLWRS GRND CFE     11.5OZ 0 1 43000 70821 1  1 0.7188RP   00166,1,COFFEE,SLOW ROAST,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,7,1,1
1228122,1379,2,GR,3,648764,24300070130,Other,,        +MAXHS REG GRND CFE CAFEN   13OZ 0 2 43000 70130 1  1 0.8125RP   00148,1,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,8,2,1
1228122,1384,3,GR,6,652159,32550006279,Pittsfield,2,        +FLCOH BKFBL GRND CFE     11.5OZ 0 3 25500  6279 1  1 0.7188RP   02828,1,COFFEE,BREAKFAST BLEND,GROUND,CAN,ALL PURPOSE,FOLGERS COFFEE HOUSE,2,8,2,1
1228122,1412,2,GR,3,648764,24300070130,Other,,        +MAXHS REG GRND CFE CAFEN   13OZ 0 2 43000 70130 1  1 0.8125RP   00148,1,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,8,2,1
1228205,1374,1,GR,4,248128,22550080031,Pittsfield,3,        +FOLGR REG GRND CFE DECAF   13OZ 0 2 25500 80031 1  1 0.8125RP   06760,1,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,FOLGERS,2,4,3,1
1228205,1377,2,GR,9,266596,12550006874,Pittsfield,5,        +FOLGR HZLNT GRND CFE     11.5OZ 0 1 25500  6874 1  1 0.7188RP   06756,1,COFFEE,HAZELNUT,GROUND,CANISTER,ALL PURPOSE,FOLGERS,2,4,3,1
1228205,1377,4,GR,16,266596,22550080031,Pittsfield,5,        +FOLGR REG GRND CFE DECAF   13OZ 0 2 25500 80031 1  1 0.8125RP   06760,1,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,FOLGERS,2,4,3,1
1228205,1377,3,GR,12,266596,22550080031,Pittsfield,5,        +FOLGR REG GRND CFE DECAF   13OZ 0 2 25500 80031 1  1 0.8125RP   06760,1,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,FOLGERS,2,4,3,1
1228205,1393,2,GR,8,248128,22550080031,Pittsfield,3,        +FOLGR REG GRND CFE DECAF   13OZ 0 2 25500 80031 1  1 0.8125RP   06760,1,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,FOLGERS,2,4,3,1
1228205,1402,1,GR,4,248128,22550080031,Pittsfield,3,        +FOLGR REG GRND CFE DECAF   13OZ 0 2 25500 80031 1  1 0.8125RP   06760,1,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,FOLGERS,2,4,3,1
1228205,1408,1,GR,5,266596,12550007085,Pittsfield,5,        +FSMSM REG GRND CFE       11.5OZ 0 1 25500  7085 1  1 0.7188RP   06774,1,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,FOLGERS SIMPLY SMOOTH,2,4,3,1
1228205,1418,2,GR,4,266596,12550006539,Pittsfield,5,        +FOLGR CLSRS GRND CFE     11.5OZ 0 1 25500  6539 1  1 0.7188RP   02778,1,COFFEE,CLASSIC ROAST,GROUND,CAN,FOR ALL COFEE MAKERS,FOLGERS,2,4,3,1
1228270,1380,1,GR,3,266596,11114110032,Pittsfield,5,        +8OCLK ORIGB WBCFE CAFEN    13OZ 0 1 11141 10032 1  1 0.8125RP   12674,1,WHOLE BEAN COFFEE,ORIGINAL BLEND,MISSING,FOIL BAG,MISSING,EIGHT O CLOCK,3,5,2,1
1228270,1389,1,GR,2,259111,24300070340,Pittsfield,9,        +MAXHS REG GRND CFE       11.5OZ 0 2 43000 70340 1  1 0.7188RP   00163,1,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,5,2,1
