PANID,WEEK,UNITs,OUTLET,DOLLARS,IRI_KEY,COLUPC,city,chain,*STUBSPEC 1440RC,VOL_EQ,PRODUCT TYPE,FLAVOR/SCENT,FORM,PACKAGE,BREWING METHOD,L5,brand,income,size,race
1101519,1393,1,GR,9,248128,42550082102,Pittsfield,3,        +FLCOH FRCHR GRND CFE     34.5OZ 0 4 25500 82102 1  1 2.1563RP   02844,2,COFFEE,FRENCH ROAST,GROUND,CAN,ALL PURPOSE,FOLGERS COFFEE HOUSE,2,7,3,1
1101519,1412,1,GR,3,248128,32550006279,Pittsfield,3,        +FLCOH BKFBL GRND CFE     11.5OZ 0 3 25500  6279 1  1 0.7188RP   02828,1,COFFEE,BREAKFAST BLEND,GROUND,CAN,ALL PURPOSE,FOLGERS COFFEE HOUSE,2,7,3,1
1101519,1415,1,GR,3,248128,42550082100,Pittsfield,3,        +FLCOH FRCHR GRND CFE     11.5OZ 0 4 25500 82100 1  1 0.7188RP   02840,1,COFFEE,FRENCH ROAST,GROUND,CAN,ALL PURPOSE,FOLGERS COFFEE HOUSE,2,7,3,1
1101519,1420,1,GR,3,248128,32550006279,Pittsfield,3,        +FLCOH BKFBL GRND CFE     11.5OZ 0 3 25500  6279 1  1 0.7188RP   02828,1,COFFEE,BREAKFAST BLEND,GROUND,CAN,ALL PURPOSE,FOLGERS COFFEE HOUSE,2,7,3,1
1101519,1423,1,GR,2,248128,32550006279,Pittsfield,3,        +FLCOH BKFBL GRND CFE     11.5OZ 0 3 25500  6279 1  1 0.7188RP   02828,1,COFFEE,BREAKFAST BLEND,GROUND,CAN,ALL PURPOSE,FOLGERS COFFEE HOUSE,2,7,3,1
1101519,1425,1,GR,4,248128,12550007084,Pittsfield,3,        +FSMSM REG GRND CFE       11.5OZ 0 1 25500  7084 1  1 0.7188RP   02864,1,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,FOLGERS SIMPLY SMOOTH,2,7,3,1
1101626,,,,,,,,,,,,,,,,,,9,1,1
1101642,1392,1,GR,8,652159,12550080273,Pittsfield,2,        +FOLGR CLSRS GRND CFE       39OZ 0 1 25500 80273 1  1 2.4375RP   02768,2,COFFEE,CLASSIC ROAST,GROUND,CAN,ALL PURPOSE,FOLGERS,2,6,2,1
1101642,1402,1,GR,3,652159,12550080258,Pittsfield,2,        +FOLGR CLSRS GRND CFE       13OZ 0 1 25500 80258 1  1 0.8125RP   02763,1,COFFEE,CLASSIC ROAST,GROUND,CAN,ALL PURPOSE,FOLGERS,2,6,2,1
1101642,1405,1,GR,3,248128,12550080258,Pittsfield,3,        +FOLGR CLSRS GRND CFE       13OZ 0 1 25500 80258 1  1 0.8125RP   02763,1,COFFEE,CLASSIC ROAST,GROUND,CAN,ALL PURPOSE,FOLGERS,2,6,2,1
1101642,1410,2,GR,3,248128,32550006279,Pittsfield,3,        +FLCOH BKFBL GRND CFE     11.5OZ 0 3 25500  6279 1  1 0.7188RP   02828,1,COFFEE,BREAKFAST BLEND,GROUND,CAN,ALL PURPOSE,FOLGERS COFFEE HOUSE,2,6,2,1
1101709,1391,1,GR,5,648764,12550006859,Other,,        +FOLGR FVAN POD CFE       3.95OZ 0 1 25500  6859 1  1 0.2469RP   02793,0,COFFEE,FRENCH VANILLA,POD,FOIL BAG,HOME CAFE SYSTEM,FOLGERS,2,8,1,1
1101709,1402,2,GR,10,648764,12550006859,Other,,        +FOLGR FVAN POD CFE       3.95OZ 0 1 25500  6859 1  1 0.2469RP   02793,0,COFFEE,FRENCH VANILLA,POD,FOIL BAG,HOME CAFE SYSTEM,FOLGERS,2,8,1,1
1101758,1379,1,GR,1,213290,14300070821,Pittsfield,1,        +MAXHS SLWRS GRND CFE     11.5OZ 0 1 43000 70821 1  1 0.7188RP   00166,1,COFFEE,SLOW ROAST,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,8,2,1
1101758,1379,2,GR,3,213290,14300075105,Pittsfield,1,        +MAXHS CSPME GRND CFE       11OZ 0 1 43000 75105 1  1 0.6875RP   00120,1,COFFEE,COLOMBIAN SUPREME,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,8,2,1
1101758,1387,2,GR,6,652159,14300075105,Pittsfield,2,        +MAXHS CSPME GRND CFE       11OZ 0 1 43000 75105 1  1 0.6875RP   00120,1,COFFEE,COLOMBIAN SUPREME,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,8,2,1
1101758,1396,1,GR,3,652159,14300075105,Pittsfield,2,        +MAXHS CSPME GRND CFE       11OZ 0 1 43000 75105 1  1 0.6875RP   00120,1,COFFEE,COLOMBIAN SUPREME,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,8,2,1
1101758,1405,3,GR,5,213290,42550000051,Pittsfield,1,        +FLCOH CLMBI GRND CFE     11.5OZ 0 4 25500    51 1  1 0.7188RP   02834,1,COFFEE,COLOMBIAN,GROUND,CAN,ALL PURPOSE,FOLGERS COFFEE HOUSE,2,8,2,1
1101758,1411,2,GR,3,213290,14300075105,Pittsfield,1,        +MAXHS CSPME GRND CFE       11OZ 0 1 43000 75105 1  1 0.6875RP   00120,1,COFFEE,COLOMBIAN SUPREME,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,8,2,1
1101758,1414,2,GR,4,652159,42550080288,Pittsfield,2,        +FLCOH GRTSP GRND CFE     11.5OZ 0 4 25500 80288 1  1 0.7188RP   02847,1,COFFEE,MISSING,GROUND,CAN,ALL PURPOSE,FOLGERS COFFEE HOUSE,2,8,2,1
1101766,,,,,,,,,,,,,,,,,,4,2,1
1102046,,,,,,,,,,,,,,,,,,7,2,1
1102178,,,,,,,,,,,,,,,,,,8,2,1
1102202,1378,1,GR,9,652159,14300070630,Pittsfield,2,        +MAXHS REG GRND CFE CAFEN   39OZ 0 1 43000 70630 1  1 2.4375RP   00154,2,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,9,2,1
1102202,1401,1,GR,5,652159,14300070630,Pittsfield,2,        +MAXHS REG GRND CFE CAFEN   39OZ 0 1 43000 70630 1  1 2.4375RP   00154,2,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,9,2,1
1102202,1405,2,GR,10,652159,12550080273,Pittsfield,2,        +FOLGR CLSRS GRND CFE       39OZ 0 1 25500 80273 1  1 2.4375RP   02768,2,COFFEE,CLASSIC ROAST,GROUND,CAN,ALL PURPOSE,FOLGERS,2,9,2,1
1102202,1407,1,GR,9,648764,14300070522,Other,,        +MAXHS MSTBD GRND CFE     34.5OZ 0 1 43000 70522 1  1 2.1563RP   00137,2,COFFEE,MISSING,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,9,2,1
1102202,1416,1,GR,9,652159,14300070630,Pittsfield,2,        +MAXHS REG GRND CFE CAFEN   39OZ 0 1 43000 70630 1  1 2.4375RP   00154,2,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,9,2,1
1102202,1416,1,GR,9,652159,14300075305,Pittsfield,2,        +MAXHS CSPME GRND CFE       33OZ 0 1 43000 75305 1  1 2.0625RP   00122,2,COFFEE,COLOMBIAN SUPREME,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,9,2,1
1102202,1422,1,GR,9,648764,14300075305,Other,,        +MAXHS CSPME GRND CFE       33OZ 0 1 43000 75305 1  1 2.0625RP   00122,2,COFFEE,COLOMBIAN SUPREME,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,9,2,1
1102236,1377,1,GR,3,213290,24300070130,Pittsfield,1,        +MAXHS REG GRND CFE CAFEN   13OZ 0 2 43000 70130 1  1 0.8125RP   00148,1,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,7,1,1
1102277,,,,,,,,,,,,,,,,,,5,2,1
1102285,1374,1,GR,4,213290,14300074410,Pittsfield,1,        +MAXHS REG GRND CFE       11.5OZ 0 1 43000 74410 1  1 0.7188RP   05993,1,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,6,2,1
1102285,1375,1,GR,4,213290,14300074410,Pittsfield,1,        +MAXHS REG GRND CFE       11.5OZ 0 1 43000 74410 1  1 0.7188RP   05993,1,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,6,2,1
1102285,1377,1,GR,4,213290,14300074410,Pittsfield,1,        +MAXHS REG GRND CFE       11.5OZ 0 1 43000 74410 1  1 0.7188RP   05993,1,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,6,2,1
1102285,1385,1,GR,4,213290,14300074410,Pittsfield,1,        +MAXHS REG GRND CFE       11.5OZ 0 1 43000 74410 1  1 0.7188RP   05993,1,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,6,2,1
1102285,1387,1,GR,4,213290,14300074410,Pittsfield,1,        +MAXHS REG GRND CFE       11.5OZ 0 1 43000 74410 1  1 0.7188RP   05993,1,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,6,2,1
1102285,1389,1,GR,4,213290,14300070155,Pittsfield,1,        +MAXHS FRCHR GRND CFE     11.5OZ 0 1 43000 70155 1  1 0.7188RP   05986,1,COFFEE,FRENCH ROAST,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,6,2,1
1102285,1391,1,GR,4,213290,14300074410,Pittsfield,1,        +MAXHS REG GRND CFE       11.5OZ 0 1 43000 74410 1  1 0.7188RP   05993,1,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,6,2,1
1102285,1393,2,GR,8,213290,14300074410,Pittsfield,1,        +MAXHS REG GRND CFE       11.5OZ 0 1 43000 74410 1  1 0.7188RP   05993,1,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,6,2,1
1102285,1397,1,GR,4,213290,14300070155,Pittsfield,1,        +MAXHS FRCHR GRND CFE     11.5OZ 0 1 43000 70155 1  1 0.7188RP   05986,1,COFFEE,FRENCH ROAST,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,6,2,1
1102285,1402,1,GR,4,213290,14300070155,Pittsfield,1,        +MAXHS FRCHR GRND CFE     11.5OZ 0 1 43000 70155 1  1 0.7188RP   05986,1,COFFEE,FRENCH ROAST,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,6,2,1
1102285,1408,1,GR,4,213290,22550080031,Pittsfield,1,        +FOLGR REG GRND CFE DECAF   13OZ 0 2 25500 80031 1  1 0.8125RP   06760,1,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,FOLGERS,2,6,2,1
1102285,1411,1,GR,4,213290,22550080031,Pittsfield,1,        +FOLGR REG GRND CFE DECAF   13OZ 0 2 25500 80031 1  1 0.8125RP   06760,1,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,FOLGERS,2,6,2,1
1102285,1414,1,GR,4,213290,14300070155,Pittsfield,1,        +MAXHS FRCHR GRND CFE     11.5OZ 0 1 43000 70155 1  1 0.7188RP   05986,1,COFFEE,FRENCH ROAST,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,6,2,1
1102293,,,,,,,,,,,,,,,,,,7,1,1
1102368,1379,2,GR,3,213290,14300075105,Pittsfield,1,        +MAXHS CSPME GRND CFE       11OZ 0 1 43000 75105 1  1 0.6875RP   00120,1,COFFEE,COLOMBIAN SUPREME,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,5,2,1
1102368,1396,1,GR,3,652159,14300075105,Pittsfield,2,        +MAXHS CSPME GRND CFE       11OZ 0 1 43000 75105 1  1 0.6875RP   00120,1,COFFEE,COLOMBIAN SUPREME,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,5,2,1
1102368,1399,1,GR,3,213290,14300075105,Pittsfield,1,        +MAXHS CSPME GRND CFE       11OZ 0 1 43000 75105 1  1 0.6875RP   00120,1,COFFEE,COLOMBIAN SUPREME,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,5,2,1
1102368,1405,1,GR,8,652159,22550000053,Pittsfield,2,        +FLCOH CLMBI GRND CFE     34.5OZ 0 2 25500    53 1  1 2.1563RP   02836,2,COFFEE,COLOMBIAN,GROUND,CAN,AUTOMATIC DRIP,FOLGERS COFFEE HOUSE,2,5,2,1
1102368,1412,2,GR,3,213290,14300075105,Pittsfield,1,        +MAXHS CSPME GRND CFE       11OZ 0 1 43000 75105 1  1 0.6875RP   00120,1,COFFEE,COLOMBIAN SUPREME,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,5,2,1
1102368,1415,1,GR,2,213290,14300075105,Pittsfield,1,        +MAXHS CSPME GRND CFE       11OZ 0 1 43000 75105 1  1 0.6875RP   00120,1,COFFEE,COLOMBIAN SUPREME,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,5,2,1
1102368,1418,1,GR,2,213290,14300075105,Pittsfield,1,        +MAXHS CSPME GRND CFE       11OZ 0 1 43000 75105 1  1 0.6875RP   00120,1,COFFEE,COLOMBIAN SUPREME,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,5,2,1
1102368,1419,1,GR,8,652159,22550000053,Pittsfield,2,        +FLCOH CLMBI GRND CFE     34.5OZ 0 2 25500    53 1  1 2.1563RP   02836,2,COFFEE,COLOMBIAN,GROUND,CAN,AUTOMATIC DRIP,FOLGERS COFFEE HOUSE,2,5,2,1
1102368,1425,1,GR,2,213290,14300075105,Pittsfield,1,        +MAXHS CSPME GRND CFE       11OZ 0 1 43000 75105 1  1 0.6875RP   00120,1,COFFEE,COLOMBIAN SUPREME,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,5,2,1
1102368,1426,1,GR,2,213290,42550000051,Pittsfield,1,        +FLCOH CLMBI GRND CFE     11.5OZ 0 4 25500    51 1  1 0.7188RP   02834,1,COFFEE,COLOMBIAN,GROUND,CAN,ALL PURPOSE,FOLGERS COFFEE HOUSE,2,5,2,1
1102384,1405,1,GR,2,213290,12550006319,Pittsfield,1,        +FOLGR SPLRS GRND CFE     11.5OZ 0 1 25500  6319 1  1 0.7188RP   02816,1,COFFEE,SPECIAL ROAST,GROUND,CAN,ALL PURPOSE,FOLGERS,2,6,1,1
1102384,1405,1,GR,2,213290,12550006539,Pittsfield,1,        +FOLGR CLSRS GRND CFE     11.5OZ 0 1 25500  6539 1  1 0.7188RP   02778,1,COFFEE,CLASSIC ROAST,GROUND,CAN,FOR ALL COFEE MAKERS,FOLGERS,2,6,1,1
1102384,1405,1,GR,2,213290,12550080258,Pittsfield,1,        +FOLGR CLSRS GRND CFE       13OZ 0 1 25500 80258 1  1 0.8125RP   02763,1,COFFEE,CLASSIC ROAST,GROUND,CAN,ALL PURPOSE,FOLGERS,2,6,1,1
1102384,1405,1,GR,2,213290,42550000051,Pittsfield,1,        +FLCOH CLMBI GRND CFE     11.5OZ 0 4 25500    51 1  1 0.7188RP   02834,1,COFFEE,COLOMBIAN,GROUND,CAN,ALL PURPOSE,FOLGERS COFFEE HOUSE,2,6,1,1
1102384,1405,1,GR,2,213290,42550080288,Pittsfield,1,        +FLCOH GRTSP GRND CFE     11.5OZ 0 4 25500 80288 1  1 0.7188RP   02847,1,COFFEE,MISSING,GROUND,CAN,ALL PURPOSE,FOLGERS COFFEE HOUSE,2,6,1,1
1102384,1425,3,GR,10,213290,12550006319,Pittsfield,1,        +FOLGR SPLRS GRND CFE     11.5OZ 0 1 25500  6319 1  1 0.7188RP   02816,1,COFFEE,SPECIAL ROAST,GROUND,CAN,ALL PURPOSE,FOLGERS,2,6,1,1
1102491,1395,1,GR,3,652159,24300070590,Pittsfield,2,        +MSTBL SMTH GRND CFE      11.5OZ 0 2 43000 70590 1  1 0.7188RP   00190,1,COFFEE,MISSING,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE MASTER BLEND,1,6,2,1
1102491,1419,1,GR,8,652159,12550080273,Pittsfield,2,        +FOLGR CLSRS GRND CFE       39OZ 0 1 25500 80273 1  1 2.4375RP   02768,2,COFFEE,CLASSIC ROAST,GROUND,CAN,ALL PURPOSE,FOLGERS,2,6,2,1
1102525,,,,,,,,,,,,,,,,,,3,1,1
1102624,1379,1,GR,1,213290,24300070340,Pittsfield,1,        +MAXHS REG GRND CFE       11.5OZ 0 2 43000 70340 1  1 0.7188RP   00163,1,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,1,1,1
1102624,1379,1,GR,1,213290,24300070590,Pittsfield,1,        +MSTBL SMTH GRND CFE      11.5OZ 0 2 43000 70590 1  1 0.7188RP   00190,1,COFFEE,MISSING,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE MASTER BLEND,1,1,1,1
1102624,1388,2,GR,6,652159,12550080258,Pittsfield,2,        +FOLGR CLSRS GRND CFE       13OZ 0 1 25500 80258 1  1 0.8125RP   02763,1,COFFEE,CLASSIC ROAST,GROUND,CAN,ALL PURPOSE,FOLGERS,2,1,1,1
1102624,1388,1,GR,2,652159,32550000051,Pittsfield,2,        +FOLGR CLMBI GRND CFE     11.5OZ 0 3 25500    51 1  1 0.7188RP   02759,1,COFFEE,COLOMBIAN,GROUND,CANISTER,FOR ALL COFEE MAKERS,FOLGERS,2,1,1,1
1102624,1392,1,GR,3,652159,14300075105,Pittsfield,2,        +MAXHS CSPME GRND CFE       11OZ 0 1 43000 75105 1  1 0.6875RP   00120,1,COFFEE,COLOMBIAN SUPREME,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,1,1,1
1102624,1396,1,GR,2,652159,24300070590,Pittsfield,2,        +MSTBL SMTH GRND CFE      11.5OZ 0 2 43000 70590 1  1 0.7188RP   00190,1,COFFEE,MISSING,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE MASTER BLEND,1,1,1,1
1102772,,,,,,,,,,,,,,,,,,8,2,1
1103069,,,,,,,,,,,,,,,,,,2,2,1
1103101,1375,1,GR,2,648764,32550000051,Other,,        +FOLGR CLMBI GRND CFE     11.5OZ 0 3 25500    51 1  1 0.7188RP   02759,1,COFFEE,COLOMBIAN,GROUND,CANISTER,FOR ALL COFEE MAKERS,FOLGERS,2,6,1,1
1103101,1377,1,GR,2,266596,32550080288,Pittsfield,5,        +FOLGR GRTSP GRND CFE     11.5OZ 0 3 25500 80288 1  1 0.7188RP   02794,1,COFFEE,MISSING,GROUND,CAN,ALL PURPOSE,FOLGERS,2,6,1,1
1103101,1379,1,GR,1,213290,14300075105,Pittsfield,1,        +MAXHS CSPME GRND CFE       11OZ 0 1 43000 75105 1  1 0.6875RP   00120,1,COFFEE,COLOMBIAN SUPREME,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,6,1,1
1103101,1379,1,GR,1,648764,14300075105,Other,,        +MAXHS CSPME GRND CFE       11OZ 0 1 43000 75105 1  1 0.6875RP   00120,1,COFFEE,COLOMBIAN SUPREME,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,6,1,1
1103101,1382,1,GR,3,652159,34300070150,Pittsfield,2,        +MAXHS FRCHR GRND CFE     11.5OZ 0 3 43000 70150 1  1 0.7188RP   00125,1,COFFEE,FRENCH ROAST,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,6,1,1
1103101,1388,1,GR,3,213290,14300075105,Pittsfield,1,        +MAXHS CSPME GRND CFE       11OZ 0 1 43000 75105 1  1 0.6875RP   00120,1,COFFEE,COLOMBIAN SUPREME,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,6,1,1
1103101,1392,2,GR,7,648764,14300075105,Other,,        +MAXHS CSPME GRND CFE       11OZ 0 1 43000 75105 1  1 0.6875RP   00120,1,COFFEE,COLOMBIAN SUPREME,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,6,1,1
1103101,1410,1,GR,3,652159,14300075105,Pittsfield,2,        +MAXHS CSPME GRND CFE       11OZ 0 1 43000 75105 1  1 0.6875RP   00120,1,COFFEE,COLOMBIAN SUPREME,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,6,1,1
1103101,1411,1,GR,2,648764,14300075105,Other,,        +MAXHS CSPME GRND CFE       11OZ 0 1 43000 75105 1  1 0.6875RP   00120,1,COFFEE,COLOMBIAN SUPREME,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,6,1,1
1103101,1411,1,GR,2,648764,24300070130,Other,,        +MAXHS REG GRND CFE CAFEN   13OZ 0 2 43000 70130 1  1 0.8125RP   00148,1,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,6,1,1
1103101,1411,1,GR,2,648764,34300070150,Other,,        +MAXHS FRCHR GRND CFE     11.5OZ 0 3 43000 70150 1  1 0.7188RP   00125,1,COFFEE,FRENCH ROAST,GROUND,CAN,ALL PURPOSE,MAXWELL HOUSE,1,6,1,1
1103101,1422,1,GR,3,213290,42550080288,Pittsfield,1,        +FLCOH GRTSP GRND CFE     11.5OZ 0 4 25500 80288 1  1 0.7188RP   02847,1,COFFEE,MISSING,GROUND,CAN,ALL PURPOSE,FOLGERS COFFEE HOUSE,2,6,1,1
1103127,1374,1,GR,3,248128,22550006279,Pittsfield,3,        +FOLGR BKFBL GRND CFE     11.5OZ 0 2 25500  6279 1  1 0.7188RP   02755,1,COFFEE,BREAKFAST BLEND,GROUND,CANISTER,ALL PURPOSE,FOLGERS,2,4,2,1
1103127,1379,1,GR,3,248128,22550006279,Pittsfield,3,        +FOLGR BKFBL GRND CFE     11.5OZ 0 2 25500  6279 1  1 0.7188RP   02755,1,COFFEE,BREAKFAST BLEND,GROUND,CANISTER,ALL PURPOSE,FOLGERS,2,4,2,1
1103127,1380,1,GR,3,248128,22550006279,Pittsfield,3,        +FOLGR BKFBL GRND CFE     11.5OZ 0 2 25500  6279 1  1 0.7188RP   02755,1,COFFEE,BREAKFAST BLEND,GROUND,CANISTER,ALL PURPOSE,FOLGERS,2,4,2,1
1103127,1380,1,GR,4,248128,22550080031,Pittsfield,3,        +FOLGR REG GRND CFE DECAF   13OZ 0 2 25500 80031 1  1 0.8125RP   06760,1,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,FOLGERS,2,4,2,1
1103127,1382,1,GR,3,248128,12550080258,Pittsfield,3,        +FOLGR CLSRS GRND CFE       13OZ 0 1 25500 80258 1  1 0.8125RP   02763,1,COFFEE,CLASSIC ROAST,GROUND,CAN,ALL PURPOSE,FOLGERS,2,4,2,1
1103127,1390,1,GR,3,248128,12550080258,Pittsfield,3,        +FOLGR CLSRS GRND CFE       13OZ 0 1 25500 80258 1  1 0.8125RP   02763,1,COFFEE,CLASSIC ROAST,GROUND,CAN,ALL PURPOSE,FOLGERS,2,4,2,1
1103127,1394,1,GR,3,248128,12550006539,Pittsfield,3,        +FOLGR CLSRS GRND CFE     11.5OZ 0 1 25500  6539 1  1 0.7188RP   02778,1,COFFEE,CLASSIC ROAST,GROUND,CAN,FOR ALL COFEE MAKERS,FOLGERS,2,4,2,1
1103127,1398,1,GR,4,248128,22550080031,Pittsfield,3,        +FOLGR REG GRND CFE DECAF   13OZ 0 2 25500 80031 1  1 0.8125RP   06760,1,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,FOLGERS,2,4,2,1
1103127,1398,1,GR,3,248128,32550006279,Pittsfield,3,        +FLCOH BKFBL GRND CFE     11.5OZ 0 3 25500  6279 1  1 0.7188RP   02828,1,COFFEE,BREAKFAST BLEND,GROUND,CAN,ALL PURPOSE,FOLGERS COFFEE HOUSE,2,4,2,1
1103127,1403,1,GR,3,248128,32550006279,Pittsfield,3,        +FLCOH BKFBL GRND CFE     11.5OZ 0 3 25500  6279 1  1 0.7188RP   02828,1,COFFEE,BREAKFAST BLEND,GROUND,CAN,ALL PURPOSE,FOLGERS COFFEE HOUSE,2,4,2,1
1103127,1405,1,GR,3,248128,12550080258,Pittsfield,3,        +FOLGR CLSRS GRND CFE       13OZ 0 1 25500 80258 1  1 0.8125RP   02763,1,COFFEE,CLASSIC ROAST,GROUND,CAN,ALL PURPOSE,FOLGERS,2,4,2,1
1103127,1409,1,GR,4,248128,12550007085,Pittsfield,3,        +FSMSM REG GRND CFE       11.5OZ 0 1 25500  7085 1  1 0.7188RP   06774,1,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,FOLGERS SIMPLY SMOOTH,2,4,2,1
1103127,1414,1,GR,3,248128,32550006279,Pittsfield,3,        +FLCOH BKFBL GRND CFE     11.5OZ 0 3 25500  6279 1  1 0.7188RP   02828,1,COFFEE,BREAKFAST BLEND,GROUND,CAN,ALL PURPOSE,FOLGERS COFFEE HOUSE,2,4,2,1
1103127,1416,1,GR,3,248128,32550006279,Pittsfield,3,        +FLCOH BKFBL GRND CFE     11.5OZ 0 3 25500  6279 1  1 0.7188RP   02828,1,COFFEE,BREAKFAST BLEND,GROUND,CAN,ALL PURPOSE,FOLGERS COFFEE HOUSE,2,4,2,1
1103127,1417,1,GR,3,248128,32550006279,Pittsfield,3,        +FLCOH BKFBL GRND CFE     11.5OZ 0 3 25500  6279 1  1 0.7188RP   02828,1,COFFEE,BREAKFAST BLEND,GROUND,CAN,ALL PURPOSE,FOLGERS COFFEE HOUSE,2,4,2,1
1103127,1420,1,GR,3,248128,32550006279,Pittsfield,3,        +FLCOH BKFBL GRND CFE     11.5OZ 0 3 25500  6279 1  1 0.7188RP   02828,1,COFFEE,BREAKFAST BLEND,GROUND,CAN,ALL PURPOSE,FOLGERS COFFEE HOUSE,2,4,2,1
1103127,1424,1,GR,2,248128,32550006279,Pittsfield,3,        +FLCOH BKFBL GRND CFE     11.5OZ 0 3 25500  6279 1  1 0.7188RP   02828,1,COFFEE,BREAKFAST BLEND,GROUND,CAN,ALL PURPOSE,FOLGERS COFFEE HOUSE,2,4,2,1
1103127,1426,1,GR,4,248128,12550007084,Pittsfield,3,        +FSMSM REG GRND CFE       11.5OZ 0 1 25500  7084 1  1 0.7188RP   02864,1,COFFEE,REGULAR,GROUND,CAN,ALL PURPOSE,FOLGERS SIMPLY SMOOTH,2,4,2,1
1103234,,,,,,,,,,,,,,,,,,8,2,1
1103614,1376,1,GR,4,652159,12550006763,Pittsfield,2,        +FOLGR HZLNT GRND CFE     11.5OZ 0 1 25500  6763 1  1 0.7188RP   02797,1,COFFEE,HAZELNUT,GROUND,CAN,FOR ALL COFEE MAKERS,FOLGERS,2,3,2,1
1103614,1415,1,GR,6,652159,12550007099,Pittsfield,2,        +FOLGR LLC#3 GRND CFE       11OZ 0 1 25500  7099 1  1 0.6875RP   02798,1,COFFEE,MISSING,GROUND,FOIL BAG,ALL PURPOSE,FOLGERS,2,3,2,1
1103747,1380,2,GR,8,652159,14300070992,Pittsfield,2,        +MAXHS REG GRND CFE CAFEN  5.3OZ 0 1 43000 70992 1  1 0.3313RP   00159,0,COFFEE,REGULAR,GROUND,CANISTER,FILTER PACK,MAXWELL HOUSE,1,11,2,1
1103747,1388,1,GR,4,652159,14300070992,Pittsfield,2,        +MAXHS REG GRND CFE CAFEN  5.3OZ 0 1 43000 70992 1  1 0.3313RP   00159,0,COFFEE,REGULAR,GROUND,CANISTER,FILTER PACK,MAXWELL HOUSE,1,11,2,1
1103747,1389,1,GR,4,652159,14300070992,Pittsfield,2,        +MAXHS REG GRND CFE CAFEN  5.3OZ 0 1 43000 70992 1  1 0.3313RP   00159,0,COFFEE,REGULAR,GROUND,CANISTER,FILTER PACK,MAXWELL HOUSE,1,11,2,1
